Reference,Reference URL,Reference Perpendicular Baseline (meters),Secondary,Secondary URL,Secondary Perpendicular Baseline (meters),Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA.zip,0,S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,12
S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA.zip,0,S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,24
S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA.zip,0,S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,36
S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA.zip,0,S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,48
S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200131T113018_20200131T113046_031044_0390F2_2AFA.zip,0,S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,60
S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,12
S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,24
S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,36
S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,48
S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200212T113018_20200212T113046_031219_03970B_0FF1.zip,-32,S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,60
S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,12
S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,24
S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,36
S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,48
S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200224T113018_20200224T113046_031394_039D11_AC17.zip,-9,S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,60
S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,12
S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,24
S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,36
S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,48
S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200307T113018_20200307T113046_031569_03A31D_6990.zip,-52,S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,60
S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,12
S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,24
S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,36
S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,48
S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200319T113018_20200319T113046_031744_03A939_7C54.zip,0,S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,60
S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,12
S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,24
S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,36
S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,48
S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200331T113018_20200331T113046_031919_03AF62_F0DD.zip,-54,S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,60
S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,12
S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,24
S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,36
S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,48
S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200412T113019_20200412T113047_032094_03B58F_9367.zip,-57,S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51.zip,-17,60
S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,12
S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,24
S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,36
S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51.zip,-17,48
S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200424T113019_20200424T113047_032269_03BBB1_2930.zip,-85,S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8.zip,-25,60
S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,12
S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,24
S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51.zip,-17,36
S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8.zip,-25,48
S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200506T113020_20200506T113048_032444_03C1D4_B327.zip,26,S1A_IW_SLC__1SDV_20200705T113023_20200705T113051_033319_03DC3C_AA70,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200705T113023_20200705T113051_033319_03DC3C_AA70.zip,60,60
S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,12
S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51.zip,-17,24
S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200623T113023_20200623T113051_033144_03D6F1_BAE8.zip,-25,36
S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,S1A_IW_SLC__1SDV_20200705T113023_20200705T113051_033319_03DC3C_AA70,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200705T113023_20200705T113051_033319_03DC3C_AA70.zip,60,48
S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200518T113021_20200518T113048_032619_03C729_9CDC.zip,-25,S1A_IW_SLC__1SDV_20200717T113024_20200717T113052_033494_03E197_5F69,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200717T113024_20200717T113052_033494_03E197_5F69.zip,-19,60
S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200530T113021_20200530T113049_032794_03CC71_1AC3.zip,-28,S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200611T113022_20200611T113050_032969_03D19F_3F51.zip,-17,12
